id_petrosur;fecha;local;combustible;empresa;volumen
14485;07/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14486;08/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14487;09/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14488;10/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14489;11/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14490;12/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14491;13/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14492;14/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14493;15/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14494;16/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14495;17/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14496;18/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14497;19/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14498;20/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14499;21/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14500;22/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14501;23/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14502;24/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14503;25/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14504;26/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14505;27/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14506;28/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14507;29/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14508;30/09/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;458.5698994
14509;01/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14510;02/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14511;03/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14512;04/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14513;05/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14514;06/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14515;07/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14516;08/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14517;09/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14518;10/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14519;11/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14520;12/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14521;13/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14522;14/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14523;15/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14524;16/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14525;17/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14526;18/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14527;19/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14528;20/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14529;21/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14530;22/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14531;23/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14532;24/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14533;25/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14534;26/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14535;27/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14536;28/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14537;29/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14538;30/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14539;31/10/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;432.6828889
14540;01/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14541;02/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14542;03/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14543;04/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14544;05/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14545;06/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14546;07/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14547;08/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14548;09/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14549;10/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14550;11/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14551;12/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14552;13/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14553;14/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14554;15/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14555;16/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14556;17/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14557;18/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14558;19/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14559;20/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14560;21/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14561;22/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14562;23/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14563;24/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14564;25/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14565;26/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14566;27/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14567;28/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14568;29/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14569;30/11/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;435.6414044
14570;01/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14571;02/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14572;03/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14573;04/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14574;05/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14575;06/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14576;07/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14577;08/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14578;09/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14579;10/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14580;11/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14581;12/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14582;13/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14583;14/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14584;15/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14585;16/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14586;17/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14587;18/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14588;19/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14589;20/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14590;21/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14591;22/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14592;23/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14593;24/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14594;25/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14595;26/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14596;27/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14597;28/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14598;29/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14599;30/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14600;31/12/23;VENEZUELA;FORZA DIESEL S10;PETROSUR;488.1550542
14601;01/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14602;02/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14603;03/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14604;04/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14605;05/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14606;06/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14607;07/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14608;08/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14609;09/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14610;10/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14611;11/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14612;12/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14613;13/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14614;14/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14615;15/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14616;16/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14617;17/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14618;18/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14619;19/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14620;20/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14621;21/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14622;22/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14623;23/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14624;24/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14625;25/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14626;26/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14627;27/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14628;28/02/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;364.6772143
14629;01/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14630;02/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14631;03/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14632;04/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14633;05/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14634;06/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14635;07/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14636;08/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14637;09/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14638;10/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14639;11/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14640;12/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14641;13/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14642;14/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14643;15/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14644;16/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14645;17/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14646;18/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14647;19/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14648;20/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14649;21/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14650;22/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14651;23/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14652;24/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14653;25/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14654;26/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14655;27/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14656;28/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14657;29/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14658;30/04/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14659;01/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14660;02/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14661;03/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14662;04/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14663;05/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14664;06/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14665;07/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14666;08/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14667;09/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14668;10/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14669;11/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14670;12/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14671;13/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14672;14/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14673;15/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14674;16/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14675;17/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14676;18/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14677;19/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14678;20/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14679;21/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14680;22/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14681;23/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14682;24/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14683;25/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14684;26/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14685;27/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14686;28/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14687;29/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14688;30/06/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14689;01/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14690;02/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14691;03/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14692;04/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14693;05/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14694;06/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14695;07/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14696;08/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14697;09/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14698;10/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14699;11/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14700;12/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14701;13/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14702;14/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14703;15/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14704;16/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14705;17/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14706;18/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14707;19/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14708;20/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14709;21/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14710;22/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14711;23/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14712;24/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14713;25/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14714;26/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14715;27/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14716;28/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14717;29/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14718;30/09/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14719;01/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14720;02/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14721;03/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14722;04/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14723;05/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14724;06/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14725;07/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14726;08/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14727;09/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14728;10/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14729;11/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14730;12/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14731;13/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14732;14/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14733;15/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14734;16/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14735;17/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14736;18/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14737;19/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14738;20/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14739;21/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14740;22/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14741;23/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14742;24/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14743;25/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14744;26/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14745;27/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14746;28/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14747;29/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14748;30/11/23;MARIANO ROQUE ALONSO;ACTIVA ALCOHOL;PETROSUR;340.3654
14749;01/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14750;02/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14751;03/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14752;04/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14753;05/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14754;06/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14755;07/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14756;08/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14757;09/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14758;10/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14759;11/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14760;12/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14761;13/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14762;14/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14763;15/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14764;16/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14765;17/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14766;18/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14767;19/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14768;20/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14769;21/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14770;22/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14771;23/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14772;24/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14773;25/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14774;26/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14775;27/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14776;28/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14777;29/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14778;30/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14779;31/01/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;222.8254951
14780;01/02/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;236.4205029
14781;02/02/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;236.4205029
14782;03/02/23;VENEZUELA;ACTIVA ALCOHOL;PETROSUR;236.4205029
